DATE,RAINFALL(mm)
06/25/2017,0
06/26/2017,0
06/27/2017,0
06/28/2017,0
06/29/2017,0
06/30/2017,0
07-01-2017,0
07-02-2017,0
07-03-2017,0
07-04-2017,0
07-05-2017,0
07-06-2017,0
07-07-2017,0
07-08-2017,0
07-09-2017,0
07-10-2017,0
07-11-2017,0
07-12-2017,0
07/13/2017,0
07/14/2017,0
07/15/2017,0
07/16/2017,0
07/17/2017,0
07/18/2017,0
07/19/2017,0
07/20/2017,0
07/21/2017,0
07/22/2017,0
07/23/2017,0
07/24/2017,0
07/25/2017,0
07/26/2017,0
07/27/2017,0
07/28/2017,0
07/29/2017,0
07/30/2017,0
07/31/2017,0
08-01-2017,0
08-02-2017,0
08-03-2017,0
08-04-2017,0
08-05-2017,0
08-06-2017,0
08-07-2017,0
08-08-2017,0
08-09-2017,0
08-10-2017,0
08-11-2017,0
08-12-2017,0
08/13/2017,0
08/14/2017,0
08/15/2017,0
08/16/2017,0
08/17/2017,0
08/18/2017,0
08/19/2017,0
08/20/2017,0
08/21/2017,0
08/22/2017,0
08/23/2017,0
08/24/2017,0
08/25/2017,0
08/26/2017,0
08/27/2017,0
08/28/2017,0
08/29/2017,0
08/30/2017,0
08/31/2017,0
09-01-2017,0
09-02-2017,0
09-03-2017,0
09-04-2017,0
09-05-2017,0
09-06-2017,0
09-07-2017,0
09-08-2017,0
09-09-2017,0
09-10-2017,0
09-11-2017,0
09-12-2017,0
09/13/2017,0
09/14/2017,0
09/15/2017,0
09/16/2017,0
09/17/2017,0
09/18/2017,0
09/19/2017,0
09/20/2017,0
09/21/2017,0
09/22/2017,0
09/23/2017,0
09/24/2017,0
09/25/2017,0
09/26/2017,0
09/27/2017,0
09/28/2017,0
09/29/2017,0
09/30/2017,0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
